ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"FALSE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" Hidden=\"FALSE\" Customization=\"\" ReadOnly=\"FALSE\" PITarget=\"\" PrimaryPITarget=\"\" PIAttribute=\"\" PrimaryPIAttribute=\"\" Aggregation=\"\" Node=\"\" />","<Field ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" Description=\"Date of the planned visit\" DisplayName=\"VisitDate\" FriendlyDisplayFormat=\"Disabled\" Format=\"DateOnly\" Name=\"VisitDate\" Title=\"VisitDate\" Type=\"DateTime\" ID=\"{bf170631-a4c2-43c1-993a-1940bee17597}\" StaticName=\"VisitDate\" Hidden=\"FALSE\" PITarget=\"\" PrimaryPITarget=\"\" PIAttribute=\"\" PrimaryPIAttribute=\"\" Aggregation=\"\" Node=\"\" />","<Field ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" Description=\"Name of the outlet to be visited\" DisplayName=\"OutletNamee\" Format=\"Dropdown\" MaxLength=\"255\" Name=\"OutletName\" Title=\"OutletNamee\" Type=\"Text\" ID=\"{6d3bae9b-4232-4b3b-911e-76600d722e56}\" StaticName=\"OutletName\" Hidden=\"FALSE\" PITarget=\"\" PrimaryPITarget=\"\" PIAttribute=\"\" PrimaryPIAttribute=\"\" Aggregation=\"\" Node=\"\" />","<Field Description=\"City or area of the outlet\" DisplayName=\"Location\" Format=\"Dropdown\" IsModern=\"TRUE\" MaxLength=\"255\" Name=\"Location\" Required=\"TRUE\" Title=\"Location\" Type=\"Text\" ID=\"{0231c6eb-ad24-49c0-8cb2-4689ec59bfbf}\" StaticName=\"Location\" Hidden=\"FALSE\" Customization=\"\" ReadOnly=\"FALSE\" PITarget=\"\" PrimaryPITarget=\"\" PIAttribute=\"\" PrimaryPIAttribute=\"\" Aggregation=\"\" Node=\"\" />","<Field AppendOnly=\"FALSE\" Description=\"Reason for the visit\" DisplayName=\"PurposeofVisit\" Format=\"Dropdown\" IsModern=\"TRUE\" IsolateStyles=\"FALSE\" Name=\"PurposeofVisit\" Required=\"TRUE\" RichText=\"FALSE\" RichTextMode=\"Compatible\" Title=\"PurposeofVisit\" Type=\"Note\" ID=\"{4521f29b-5ce8-4bed-8d3d-c545cb365c0a}\" StaticName=\"PurposeofVisit\" Hidden=\"FALSE\" Customization=\"\" ReadOnly=\"FALSE\" PITarget=\"\" PrimaryPITarget=\"\" PIAttribute=\"\" PrimaryPIAttribute=\"\" Aggregation=\"\" Node=\"\" />","<Field ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" CustomFormatter=\"{&quot;elmType&quot;:&quot;div&quot;,&quot;style&quot;:{&quot;flex-wrap&quot;:&quot;wrap&quot;,&quot;display&quot;:&quot;flex&quot;},&quot;children&quot;:[{&quot;elmType&quot;:&quot;div&quot;,&quot;style&quot;:{&quot;box-sizing&quot;:&quot;border-box&quot;,&quot;padding&quot;:&quot;4px 8px 5px 8px&quot;,&quot;overflow&quot;:&quot;hidden&quot;,&quot;text-overflow&quot;:&quot;ellipsis&quot;,&quot;display&quot;:&quot;flex&quot;,&quot;border-radius&quot;:&quot;16px&quot;,&quot;height&quot;:&quot;24px&quot;,&quot;align-items&quot;:&quot;center&quot;,&quot;white-space&quot;:&quot;nowrap&quot;,&quot;margin&quot;:&quot;4px 4px 4px 4px&quot;},&quot;attributes&quot;:{&quot;class&quot;:{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;[$Status]&quot;,&quot;Pending&quot;]},&quot;sp-css-backgroundColor-BgCornflowerBlue sp-css-color-CornflowerBlueFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;[$Status]&quot;,&quot;Rejected&quot;]},&quot;sp-css-backgroundColor-BgDarkRed sp-css-borderColor-WhiteFont sp-css-color-WhiteFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;[$Status]&quot;,&quot;&quot;]},&quot;&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;[$Status]&quot;,&quot;Approval&quot;]},&quot;sp-css-backgroundColor-BgGreen sp-css-borderColor-WhiteFont sp-css-color-WhiteFont&quot;,&quot;sp-field-borderAllRegular sp-field-borderAllSolid sp-css-borderColor-neutralSecondary&quot;]}]}]}]}},&quot;children&quot;:[{&quot;elmType&quot;:&quot;span&quot;,&quot;style&quot;:{&quot;overflow&quot;:&quot;hidden&quot;,&quot;text-overflow&quot;:&quot;ellipsis&quot;,&quot;padding&quot;:&quot;0 3px&quot;},&quot;txtContent&quot;:&quot;[$Status]&quot;,&quot;attributes&quot;:{&quot;class&quot;:{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;[$Status]&quot;,&quot;Pending&quot;]},&quot;sp-css-color-CornflowerBlueFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;[$Status]&quot;,&quot;Rejected&quot;]},&quot;sp-css-color-WhiteFont&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;[$Status]&quot;,&quot;&quot;]},&quot;&quot;,{&quot;operator&quot;:&quot;:&quot;,&quot;operands&quot;:[{&quot;operator&quot;:&quot;==&quot;,&quot;operands&quot;:[&quot;[$Status]&quot;,&quot;Approval&quot;]},&quot;sp-css-color-WhiteFont&quot;,&quot;&quot;]}]}]}]}}}]}],&quot;templateId&quot;:&quot;BgColorChoicePill&quot;}\" Description=\"Visit status\" DisplayName=\"Status\" FillInChoice=\"FALSE\" Format=\"Dropdown\" Name=\"Status\" Title=\"Status\" Type=\"Choice\" ID=\"{8d2e63d0-d5d9-4f9d-aaa7-5cf5ea395199}\" StaticName=\"Status\" Hidden=\"FALSE\" PITarget=\"\" PrimaryPITarget=\"\" PIAttribute=\"\" PrimaryPIAttribute=\"\" Aggregation=\"\" Node=\"\"><CHOICES><CHOICE>Pending</CHOICE><CHOICE>Rejected</CHOICE><CHOICE>Approval</CHOICE></CHOICES><Default>Pending</Default></Field>","<Field DisplayName=\"Username\" Format=\"Dropdown\" IsModern=\"TRUE\" MaxLength=\"255\" Name=\"Username\" Title=\"Username\" Type=\"Text\" ID=\"{3e4b0ec5-1a4e-4496-acb5-0b3e94f6d34d}\" StaticName=\"Username\" />","<Field DisplayName=\"SalesRepName\" Format=\"Dropdown\" IsModern=\"TRUE\" MaxLength=\"255\" Name=\"SalesRepName\" Required=\"TRUE\" Title=\"SalesRepName\" Type=\"Text\" ID=\"{ff46580c-7ec0-4f11-a934-c53f373d0697}\" StaticName=\"SalesRepName\" />","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"Title\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(linked to item with edit menu)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Open Menu\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}
"VisitDate","OutletNamee","Location","PurposeofVisit","Status","Username","SalesRepName"
"2025-07-23T07:00:00Z","HappyMart Superstore","Downtown, Chicago IL","Introduce new product line and take orders.
","Approved","gopica21","Anusha"
"2025-07-23T07:00:00Z","HappyMart Superstore","Downtown, Chicago IL","Introduce new product line and take orders.
","Approved","gopica21","Anusha"
"2025-07-23T07:00:00Z","HappyMart Superstore","Downtown, Chicago IL","Introduce new product line and take orders.
","Approved","gopica21","Anusha"
"2025-07-23T07:00:00Z","HappyMart Superstore","Downtown, Chicago IL","Introduce new product line and take orders.
","Pending","gopica21","Gurunathan"
"2025-07-20T07:00:00Z","HappyMart Superstore","Downtown, Chicago IL","Introduce new product line and take orders.
","Pending",,"Gurunathan"
"2025-07-20T07:00:00Z","some store","banglore","need to check the produts.","Pending",,"Gurunathan"
"2025-07-20T19:31:00Z","Anusha","Bangalore","TimePass","Approved",,"Gurunathan"
"2025-07-16T21:33:00Z","dfghj","asdfghjk","dfghj","Pending",,"Gurunathan"
"2025-07-17T18:30:00Z",,,,"Pending",,"Gurunathan"
"2025-07-17T18:30:00Z",,,,"Pending","Gurunathan","Gurunathan"
"2025-07-21T00:00:00Z","cgfchghgchg",",nknkjbhvg bv ","n nb vhgvhvhn ",,,"Gurunathan"
"2025-07-20T00:00:00Z","nb nb nb gcytfugkjbjb","kbjbhv b ","ljihjftdrx",,,"Deepa"
,"sdfg","dfgh","dfgh",,,"Deepa"
"2025-07-21T00:00:00Z","ww","w","w",,"Deepa","Deepa"
,"sdfg","dfgh","dfgh",,,"Deepa"
"2025-07-21T00:00:00Z","ww","w","w",,,"Deepa"
"2025-07-23T07:00:00Z",,"Hyderabad","sccsdc","Pending",,"Deepa"
"2025-07-23T07:00:00Z",,"Hyderabad","sdcsdcdsc","Pending",,"Deepa"
"2025-07-23T07:00:00Z","Big Bazaar","Hyderabad","wergth","Pending",,"Deepa"
"2025-07-22T07:00:00Z","Big Bazaar","Hyderabad","Check the products count","Approved",,"LabsKraft User514"
"2025-07-23T07:00:00Z","More Retail	","Hyderabad","To sell some products","Pending","deepa14","LabsKraft User514"
"2025-07-23T07:00:00Z","Big Bazaar","Hyderabad","selling ","Pending","deepa14","LabsKraft User514"
"2025-07-24T07:00:00Z","More Retail	","Hyderabad",,"Pending","deepa14","LabsKraft User519"
"2025-07-23T07:00:00Z","Reliance Mart	","Hyderabad","bfhvbfdh","Pending","deepa14","LabsKraft User514"
